PeerId,Quarter,Name,Parent,CertNum,City,State,CnI_CO,OwnOcc_CO,FarmLand_CO,FarmLoans_CO,LoanstoDepInst_CO,OtherLoans_CO,LeaseFinancingRec_CO,CREMultifamily_CO,CRE_Total_CO,CRENFNR_CO,Construction_CO,Residential_CO,MortgageHELOC_CO,Mortgage1stLien_CO,MortgageJuniorLien_CO,Consumer_CO,CreditCard_CO,CnI_REC,OwnOcc_REC,FarmLand_REC,FarmLoans_REC,LoanstoDepInst_REC,OtherLoans_REC,LeaseFinancingRec_REC,CREMultifamily_REC,CRE_Total_REC,CRENFNR_REC,Construction_REC,Residential_REC,MortgageHELOC_REC,Mortgage1stLien_REC,MortgageJuniorLien_REC,Consumer_REC,CreditCard_REC,CnI_NLL,OwnOcc_NLL,FarmLand_NLL,FarmLoans_NLL,LoanstoDepInst_NLL,OtherLoans_NLL,LeaseFinancingRec_NLL,PoliticalLoans_NLL,CREMultifamily_NLL,CRE_Total_NLL,CRENFNR_NLL,Construction_NLL,Residential_NLL,MortgageHELOC_NLL,Mortgage1stLien_NLL,MortgageJuniorLien_NLL,Consumer_NLL,CreditCard_NLL
1,1990Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,4397,NA,NA,0,18910,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4332,NA,341,NA,NA,98,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,2547838,NA,750,6545,14590,320389,261,60294,24488,707933,NA,124549,1085769,252913,NA,NA,1479135,NA
1,1990Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,5494,NA,NA,1239,170,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3820,NA,1260,NA,NA,2049,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1170,NA,2606269,NA,743,5548,14250,389486,261,59371,24729,731887,NA,100199,1151819,283649,NA,NA,1493212,NA
1,1990Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7131,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4324,NA,2450,NA,NA,40,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1382,NA,2477811,NA,655,5240,14323,372737,257,56417,24452,746750,NA,104441,1202814,311504,NA,NA,1509662,NA
1,1990Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,3666,NA,NA,0,346,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4687,NA,1438,NA,NA,146,62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1036,NA,2620578,NA,625,4251,9706,375940,257,54128,13588,703296,NA,156068,1240722,328894,NA,NA,1793260,NA
1,1991Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2526,NA,0,0,500,0,0,0,750,NA,0,619,0,NA,NA,5421,NA,1609,NA,0,683,4,0,0,0,0,NA,15,3,0,NA,NA,1500,NA,2538609,NA,623,1099,12977,355771,252,49348,33017,682816,NA,215910,1292997,339054,869027,84916,1813631,NA
1,1991Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,3041,NA,0,0,504,0,0,27,1319,NA,844,78,71,NA,NA,6830,NA,1614,NA,0,150,5,0,0,27,24,NA,15,37,18,NA,NA,1648,NA,2675569,NA,2083,3802,16408,374081,252,52487,40060,859662,NA,186879,1727086,360854,1196548,169684,1949022,NA
1,1991Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2800,NA,0,0,426,0,0,19,1145,NA,300,681,-58,NA,NA,9372,NA,1029,NA,0,36,7,0,0,0,7,NA,175,29,-18,NA,NA,1680,NA,2673990,NA,2022,3794,13413,375344,247,49083,39928,887452,NA,169725,1759551,382758,1280554,96239,1961943,NA
1,1991Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,1547,NA,0,0,179,200,0,103,1587,NA,1567,68,14,NA,NA,10352,NA,547,NA,0,25,9,8,0,0,182,NA,74,17,39,NA,NA,1614,NA,2695269,NA,1633,3805,20406,418008,4,47443,40649,905613,NA,181508,1818118,383142,1332289,102687,2022652,NA
1,1992Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,3044,NA,0,0,0,0,0,0,600,NA,120,34,161,NA,NA,9696,NA,431,NA,0,11,3,0,0,21,26,NA,81,0,5,NA,NA,1415,NA,2703866,NA,7118,3757,24954,474546,0,44387,39480,934887,NA,206501,1800768,369321,1330485,100962,1997528,NA
1,1992Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,1840,NA,0,0,0,0,0,0,380,NA,1317,67,257,NA,NA,9804,NA,1000,NA,0,19,13,1,0,0,11,NA,206,12,18,NA,NA,1639,NA,2867061,NA,7586,3881,19056,405624,0,41209,37851,936824,NA,203040,1772198,359113,1307388,105697,2033167,NA
1,1992Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,8586,NA,0,0,0,0,219,0,258,NA,1350,-17,0,NA,NA,10844,NA,446,NA,0,6,14,53,63,3,31,NA,28,1,199,NA,NA,2841,NA,5601250,NA,8264,16744,147388,988875,195295,70569,90068,1476085,NA,414442,2789385,507764,2160720,120901,2728338,NA
1,1992Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,4636,NA,0,67,0,0,95,50,1000,NA,0,99,340,NA,NA,16473,NA,3469,NA,0,6,140,1,35,2,164,NA,422,0,67,NA,NA,871,NA,5988882,NA,9848,22051,204461,887282,166365,234151,87700,1699960,NA,299023,2649920,479293,2050989,119638,2565701,NA
1,1993Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7178,NA,0,210,71,0,98,0,3241,NA,0,32,23,NA,NA,10200,NA,2493,NA,0,38,10,0,8,0,10,NA,18,42,1,NA,NA,2377,NA,6600120,NA,3412,25984,110085,364837,195976,101772,80104,1705416,NA,363171,2506861,475118,1914162,117581,2576511,NA
1,1993Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,4858,NA,0,0,120,300,93,88,3993,NA,616,727,0,NA,NA,9838,NA,1344,NA,0,17,59,206,1,0,224,NA,27,320,0,NA,NA,2675,NA,6575700,NA,3495,19972,151109,613974,198193,75321,73460,1756154,NA,328001,2520295,457977,1940862,121456,2406967,NA
1,1993Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,5817,NA,175,11,0,14,52,0,5472,NA,50,416,14,NA,NA,8279,NA,5645,NA,0,75,46,32,5,0,70,NA,-7,32,2,NA,NA,2601,NA,6592295,NA,5189,21029,132891,651152,198090,70039,71580,1770768,NA,313703,2545042,452614,1958558,133870,2442929,NA
1,1993Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,6575,NA,0,0,0,83,34,0,4825,NA,0,502,51,NA,NA,10726,NA,3471,NA,0,10,0,2,21,3,511,NA,34,137,0,NA,NA,2510,NA,6837942,NA,5199,24322,96230,535502,209040,68643,65140,1848454,NA,295161,2583025,428467,2015983,138575,2414399,NA
1,1994Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2746,NA,0,0,0,500,55,0,2171,NA,0,21,0,NA,NA,7646,NA,2979,NA,0,0,0,3,0,0,583,NA,36,46,3,NA,NA,2627,NA,6975921,NA,4849,30575,110258,470788,204063,69190,60443,1898576,NA,286611,2649299,419280,2084480,145539,2358475,NA
1,1994Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2774,NA,0,0,0,500,81,0,4882,NA,0,212,24,NA,NA,6607,NA,2233,NA,0,1,0,3,0,0,458,NA,36,151,1,NA,NA,2907,NA,7226246,NA,5357,24962,63628,460564,223573,65542,56024,1960572,NA,312399,2592623,415389,2010043,167191,2423742,NA
1,1994Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2353,NA,150,0,0,250,3,0,2744,NA,150,212,0,NA,NA,6550,NA,1483,NA,0,1,0,1,0,0,2475,NA,5,157,7,NA,NA,2647,NA,7156275,NA,4953,27001,56174,407058,223657,58764,56637,2021193,NA,238662,2656416,418982,2051266,186168,2563005,NA
1,1994Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2055,NA,0,0,0,70,25,0,3994,NA,20,191,0,NA,NA,7784,NA,2336,NA,0,1,0,7,0,0,1231,NA,70,62,1,NA,NA,2301,NA,7786017,NA,4800,31278,74267,443907,258752,76891,62659,2167224,NA,182611,2812057,423990,2182439,205628,2814544,NA
1,1995Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2125,NA,0,0,0,236,2,0,938,NA,108,307,0,NA,NA,7330,NA,2777,NA,0,140,0,50,0,0,2413,NA,0,166,0,NA,NA,2474,NA,8141205,NA,4713,36928,128797,403262,265606,73531,57243,2259060,NA,212184,2825117,420734,2190803,213580,2969163,NA
1,1995Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,3824,NA,0,0,0,0,35,0,1682,NA,282,362,25,NA,NA,8864,NA,2548,NA,0,0,0,57,0,0,1813,NA,3,248,3,NA,NA,2440,NA,8401762,NA,4650,26526,125249,469654,274740,71296,53133,2332560,NA,219387,2933351,428565,2277233,227553,3169567,NA
1,1995Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,5990,NA,0,0,0,0,65,0,2082,NA,40,166,46,NA,NA,16784,NA,6154,NA,0,0,0,49,0,0,547,NA,3,140,0,NA,NA,2256,NA,8312037,NA,4272,28362,119840,531121,305524,69427,41238,2415378,NA,253919,2877029,428868,2215342,232819,3282743,NA
1,1995Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,5446,NA,0,0,0,94,1,0,225,NA,0,440,61,NA,NA,26452,NA,3511,NA,0,52,0,92,1,0,535,NA,40,80,0,NA,NA,2149,NA,8343562,NA,3987,31177,140851,542228,329940,52026,32731,2551794,NA,284289,2758300,429350,2086453,242497,3150174,NA
1,1996Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,4471,NA,0,0,0,0,36,0,133,NA,405,119,0,NA,NA,16675,NA,1140,NA,93,0,0,51,84,0,344,NA,32,56,0,NA,NA,2387,NA,8645477,NA,3301,63271,123150,615574,331759,49678,31533,2663238,NA,293473,2584997,417560,1920655,246782,3188494,NA
1,1996Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,3488,NA,0,0,0,0,18,0,15,NA,0,6,41,NA,NA,17479,NA,2272,NA,0,0,0,13,-82,0,879,NA,-3,121,3,NA,NA,3047,NA,8826914,NA,2177,27124,86767,858119,361126,42240,22518,2767030,NA,297500,2537650,432856,1844829,259965,3205976,NA
1,1996Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,6763,NA,0,0,0,5,46,0,349,NA,50,109,13,NA,NA,18659,NA,1573,NA,0,0,0,40,1,0,4459,NA,64,58,0,NA,NA,2659,NA,8995896,NA,2049,37061,75119,587622,368378,45099,21864,2803793,NA,333676,2512643,500355,1740943,271345,3679507,NA
1,1996Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2950,NA,0,0,0,0,82,0,3131,NA,0,251,0,NA,NA,21262,NA,3132,NA,0,0,0,22,1,0,2650,NA,6,358,3,NA,NA,2392,NA,9256681,NA,2325,30187,71255,608703,407525,38957,21238,2954087,NA,349502,2493294,523843,1694724,274727,3702888,NA
1,1997Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,2035,NA,0,0,0,0,66,0,817,NA,0,57,50,NA,NA,22565,NA,2030,NA,0,0,0,5,2,0,1144,NA,7,277,4,NA,NA,2802,NA,9687003,NA,2110,54505,94077,722643,425761,35413,20009,2993810,NA,389142,2451246,524103,1652992,274151,3601503,NA
1,1997Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,4100,NA,0,0,0,0,165,0,12,NA,0,239,6,NA,NA,22631,NA,2776,NA,0,0,0,54,4,0,796,NA,9,104,8,NA,NA,2845,NA,9994753,NA,1546,21282,100218,724879,432829,42707,22609,3068888,NA,433881,2466238,554225,1624434,287579,3527547,NA
1,1997Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7521,NA,0,0,0,500,25,0,376,NA,0,440,8,NA,NA,21596,NA,1906,NA,0,0,0,3,1,0,1521,NA,9,141,1,NA,NA,2655,NA,9921195,NA,1406,31307,156522,856848,498825,40912,20821,3157456,NA,440821,2442481,558359,1585751,298371,3486086,NA
1,1997Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,9482,NA,0,0,0,500,105,0,870,NA,367,210,50,NA,NA,22116,NA,2909,NA,0,0,0,4,4,0,3311,NA,8,282,1,NA,NA,2699,NA,10534554,NA,1221,30094,229280,744091,517107,39939,19938,3261608,NA,407220,2377240,576782,1494640,305818,3408849,NA
1,1998Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,6168,NA,0,0,0,515,298,0,125,NA,0,208,0,NA,NA,22475,NA,3207,NA,0,0,0,6,3,0,629,NA,9,8,11,NA,NA,3190,NA,11252586,NA,1160,33172,178932,772114,554376,40237,19188,3325699,NA,387166,2296734,545279,1440189,311266,3129711,NA
1,1998Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7947,NA,0,0,0,500,585,0,235,NA,0,17,58,NA,NA,17730,NA,4959,NA,0,0,0,23,3,0,4094,NA,7,41,13,NA,NA,3141,NA,11255368,NA,1072,44412,216572,911765,591659,36291,18883,3495666,NA,386363,2225586,542513,1343539,339534,1075030,NA
1,1998Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,5511,NA,0,0,0,7,1559,45,260,NA,0,122,0,NA,NA,12287,NA,2750,NA,0,0,0,3,26,0,209,NA,8,46,6,NA,NA,3156,NA,11362007,NA,1053,45562,319023,897921,598409,35103,19199,3663930,NA,375105,2124820,529611,1241084,354125,1024729,NA
1,1998Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7273,NA,0,0,0,0,1162,0,73,NA,0,38,21,NA,NA,9348,NA,1583,NA,0,0,0,15,48,2,759,NA,281,16,54,NA,NA,2798,NA,12471754,NA,973,64056,361192,932267,646696,33139,18491,4101672,NA,352646,2092084,521882,1215317,354885,1054717,NA
1,1999Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,11068,NA,0,0,0,0,206,0,151,NA,26,16,0,NA,NA,7977,NA,895,NA,0,0,0,6,32,7,321,NA,142,17,55,NA,NA,2673,NA,12827582,NA,936,62928,363361,771949,640012,32138,18104,4240450,NA,362451,2024004,498108,1168415,357481,1021916,NA
1,1999Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,11951,NA,0,0,0,0,75,0,50,NA,0,231,11,NA,NA,7919,NA,576,NA,0,0,0,15,44,36,1150,NA,383,86,15,NA,NA,3180,NA,13200939,NA,857,49383,407367,743092,671548,33450,19834,4586930,NA,426277,1968505,518275,1072498,377732,991853,NA
1,1999Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,11582,NA,0,0,0,0,42,0,336,NA,0,125,3,NA,NA,6390,NA,1800,NA,0,0,0,0,600,1,231,NA,9,81,0,NA,NA,1997,NA,13762791,NA,857,49707,231736,570131,718357,39802,21824,4611045,NA,515029,1981190,526473,1054201,400516,998473,NA
1,1999Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,9810,NA,0,0,0,15725,32,0,184,NA,0,54,118,NA,NA,6303,NA,4882,NA,0,0,0,0,19,0,280,NA,7,40,4,NA,NA,1977,NA,14285059,NA,840,59281,304220,587500,761550,39839,23832,4951413,NA,602103,2019444,564431,1046814,408199,985822,NA
1,2000Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,16829,NA,0,0,0,2200,434,0,378,NA,0,43,0,NA,NA,5684,NA,269,NA,0,0,0,0,74,0,113,NA,10,3,0,NA,NA,1829,NA,14869174,NA,806,49269,313212,609020,755299,40197,25703,5070790,NA,703717,2002938,573753,1021359,407826,552997,NA
1,2000Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,10769,NA,0,0,1000,1160,123,0,258,NA,0,146,7,NA,NA,2546,NA,499,NA,0,0,0,0,57,0,103,NA,6,14,1,NA,NA,1803,NA,15249474,NA,781,48114,375080,708701,791550,41098,26340,5256442,NA,779263,2033357,625496,1001575,406286,564816,NA
1,2000Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,10334,NA,0,0,451,3791,8,0,132,NA,0,97,128,NA,NA,625,NA,680,NA,0,0,0,0,28,0,324,NA,6,21,2,NA,NA,1619,NA,15216629,NA,638,49839,334017,678330,854999,80778,24441,5249141,NA,848139,2028164,650113,978850,399201,556610,NA
1,2000Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7325,NA,0,0,0,1027,477,0,7843,NA,0,157,71,NA,NA,725,NA,920,NA,0,0,0,29,71,0,260,NA,121,4,10,NA,NA,1480,NA,15643408,NA,624,51517,322355,654942,934915,28680,15697,5438859,NA,897839,2045377,673917,972033,399427,559761,NA
1,2001Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,16786,NA,0,0,0,1228,20,0,0,NA,9067,122,40,NA,NA,652,0,3039,NA,0,0,0,0,29,0,0,NA,195,14,3,NA,NA,1598,586,15955366,NA,637,53453,350457,748627,967017,26016,13540,5409063,NA,1163385,2032358,670196,971788,390374,575426,6861
1,2001Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,20706,NA,0,13,0,178,12,0,17662,NA,-9067,350,0,NA,NA,803,0,1142,NA,0,13,0,110,17,0,958,NA,-130,21,7,NA,NA,1447,698,15756546,NA,602,46970,338910,899300,992806,25588,13176,5457363,NA,1205101,2066802,695672,982901,388229,584610,6739
1,2001Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,31986,NA,0,0,0,0,-1,0,16385,NA,0,106,24,NA,NA,961,0,2894,NA,0,0,0,-109,25,0,148,NA,5,50,19,NA,NA,1165,510,15300101,NA,541,52133,303041,886816,1026297,29855,12935,5423134,NA,1222247,2099006,720510,992550,385946,588517,6118
1,2001Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,36670,NA,0,0,0,0,572,0,2110,NA,984,392,132,NA,NA,2153,0,2714,NA,0,0,0,-1,75,0,144,NA,7,28,22,NA,NA,864,313,15227467,NA,523,53446,299182,1125336,1102245,29824,12853,5537031,NA,1242337,2103370,767339,975261,360770,579668,4063
1,2002Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,39053,NA,0,0,24,0,9,0,5187,NA,273,351,188,0,351,1201,91,1748,NA,0,0,0,449,17,0,1149,NA,8,12,9,0,12,849,352,14970237,NA,507,55689,256730,971173,1095964,29119,12762,5757465,NA,1238860,2097816,810358,946358,341100,552336,5788
1,2002Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,25238,NA,0,0,457,0,761,0,6314,NA,0,565,469,13,552,725,59,345,NA,0,0,0,32,6,0,728,NA,5,39,5,23,16,866,365,14837575,NA,471,49473,259101,1003032,1159920,36018,20221,5865444,NA,1339291,2159720,872391,952511,334818,534246,5361
1,2002Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,165906,NA,0,0,9957,11753,121,0,8055,NA,0,182,90,1,181,1378,60,391,NA,0,0,0,199,1229,0,173,NA,3,28,5,4,24,689,279,14615826,NA,456,49103,247170,1330904,1230118,36428,20115,6103461,NA,1421224,2232429,951931,959710,320788,532940,4730
1,2002Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,38579,NA,0,0,2000,97,55,0,9709,NA,750,686,272,85,601,1784,62,1474,NA,0,0,0,52,55,0,550,NA,7,33,1,22,11,668,240,14837994,NA,441,48207,298093,1530662,1249079,40018,19068,6170523,NA,1363120,2305011,988632,1015388,300991,531636,1810
1,2003Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,38250,NA,0,150,2000,4560,132,0,16683,NA,0,241,99,39,202,1676,39,1723,NA,0,0,0,47,66,0,566,NA,3,24,64,2,22,562,211,15340995,NA,107,49800,252986,1114048,1231730,39354,4148,6201957,NA,1365434,2327466,1006238,1037681,283547,534909,5172
1,2003Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,131408,NA,0,607,3500,731,3687,0,10616,NA,305,158,131,0,158,2437,35,6034,NA,0,0,0,1122,26,0,163,NA,9,42,3,14,28,578,226,22158497,NA,95,80988,63832,1973466,1275017,47247,25395,8303894,NA,3163422,2870697,1269907,1297675,303115,745136,5252
1,2003Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,80665,NA,0,30,2000,2428,372,0,4770,NA,0,222,100,44,178,2938,11,4319,NA,0,150,4300,52,296,0,469,NA,6,-18,45,1,-19,1493,202,20913562,NA,84,59509,53038,1306187,1288673,44566,24557,8360064,NA,3085835,2902165,1302902,1300770,298493,762584,5415
1,2003Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,84121,NA,0,265,1267,1551,35,0,6685,NA,372,372,439,227,145,2204,43,19518,NA,0,10,0,369,-147,0,192,NA,3,211,5,2,209,484,140,20587668,NA,964,57098,38093,1101688,1300819,43214,23852,8596334,NA,3080897,2962407,1373723,1278927,309757,785908,3349
1,2004Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,65278,NA,0,843,0,174,7989,0,7064,NA,57,176,158,40,136,2759,10,12253,NA,0,11,0,158,627,0,650,NA,4,198,16,195,3,446,129,20360636,NA,5355,52388,26489,1183432,1267681,44390,12794,8696290,NA,3013805,2991122,1393043,1270106,327973,768388,3568
1,2004Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,61364,NA,0,81,0,178,522,0,8613,NA,778,467,1644,136,331,1373,15,17185,NA,0,39,422,136,80,0,760,NA,7,26,-22,10,16,624,134,20201941,NA,7549,58061,18029,1187089,1265591,43474,13222,8858192,NA,3028529,3094061,1474341,1265480,354240,787898,3830
1,2004Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,39660,NA,0,2638,0,40,435,0,6467,NA,1500,751,25,479,272,1809,17,14775,NA,0,5,1,593,10,0,3331,NA,3,353,200,331,22,398,78,19728181,NA,8737,47659,26622,1191377,1259827,45929,12565,8900624,NA,2935161,3163812,1511305,1291365,361142,799617,4033
1,2004Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,38824,NA,0,12,0,363,4425,0,6587,NA,486,256,533,11,245,4108,4,13378,NA,0,56,1293,41,24,0,1919,NA,8,13,160,8,5,418,85,20335374,NA,25,61745,40312,1274295,1265093,59483,12435,9231962,NA,2810253,3192933,1523031,1306092,363810,820306,3474
1,2005Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,35565,NA,0,100,0,25,3161,118,4305,NA,0,169,1242,3,166,1932,6,6447,NA,0,19,0,234,76,0,893,NA,5,40,1,1,39,563,67,21164475,NA,12,76211,75167,1197204,1261635,57808,12285,9367144,NA,2803118,3208180,1493538,1352391,362251,780511,4086
1,2005Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,27271,NA,0,204,0,0,3161,0,9252,NA,34,449,1124,250,199,1398,1,11683,NA,0,11,0,640,177,4,681,NA,5,20,12,0,20,664,48,21779110,NA,0,85108,92123,1419415,1296150,84524,10112,9584575,NA,2895889,3288889,1512175,1391785,384929,732323,4470
1,2005Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,20206,NA,0,9,0,113,13042,0,8703,NA,501,78,459,38,40,2780,4,22730,NA,0,65,0,6,5,5,1490,NA,6,34,161,1,33,835,44,20970804,NA,0,80009,62603,1446490,1286216,77705,10016,9633143,NA,3054492,3307595,1477894,1433434,396267,744307,5114
1,2005Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,12694,NA,0,192,0,0,17819,0,2849,NA,307,1110,1067,991,119,2089,7,12431,NA,0,137,0,203,21,4,1959,NA,5,17,751,6,11,375,63,19703516,NA,10348,66272,76499,1379919,1295422,75541,1760,12035775,NA,3228102,3433902,1443378,1579116,411408,711960,3235
1,2006Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,12340,NA,0,0,0,0,5916,0,3594,NA,10,193,448,0,193,938,0,4950,NA,0,105,0,321,107,9,2672,NA,3,23,35,3,20,308,37,20710340,NA,14256,66460,80502,1445655,1291459,66596,1746,12341887,NA,3496893,3392868,1380505,1588627,423736,666698,5748
1,2006Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,9128,NA,0,258,0,7,837,0,10334,NA,0,364,935,183,181,3092,0,5004,NA,0,6,0,134,36,1,1178,NA,7,45,98,0,45,364,33,21819103,NA,13407,70857,94111,1439766,1324776,75789,1733,12607707,NA,3778711,3424362,1318968,1661069,444325,580497,5500
1,2006Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7461,NA,0,6,0,0,0,0,7449,NA,0,219,804,0,219,990,0,12854,NA,0,5,0,24,7,3,594,NA,6,6,103,0,6,389,30,21568039,NA,16243,66503,88100,1365139,1321263,62869,1713,12860725,NA,3973524,3445703,1258296,1727752,459655,590937,8591
1,2006Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,7451,NA,0,0,0,211,3500,0,7536,NA,850,328,979,105,223,10221,0,4422,NA,0,7,0,6,5,3,4187,NA,4,42,146,25,17,250,31,22311544,NA,16708,84403,92085,1364966,1352948,67326,1670,12936167,NA,4043056,3448903,1206536,1780736,461631,624888,2844
1,2007Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,8880,16557,0,0,0,250,1,2080,16609,52,3215,1081,1668,80,1001,592,0,10913,1858,165,0,2,182,4457,0,2026,168,0,48,56,0,48,270,37,21190426,9836900,45926,9251,115625,1610510,1273042,71007,268482,12518618,2681718,5273575,3890212,1404920,1771336,713956,608723,9695
1,2007Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,8545,16970,0,0,0,750,0,140,18582,1612,12232,1436,857,0,1436,192,2,3695,5980,65,0,1,267,10,0,8037,2057,0,203,59,0,203,454,29,22197688,9469084,48689,7149,93185,1506409,1314036,57443,262042,12126967,2657883,5467538,3947013,1288161,1920676,738176,563117,10206
1,2007Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,16901,10285,0,0,0,3803,0,-1,12918,2633,7530,4819,957,33,4786,339,0,4233,1194,19,0,0,62,10,0,1304,110,5,365,70,3,362,491,20,22848161,9355434,50475,6978,72974,1391340,1319428,63052,289067,12117948,2762514,5647840,3969496,1287858,1927795,753843,600100,5973
1,2007Q4,Comerica Bank,Comerica Incorporated,983,Dallas,TX,19850,12347,79,0,0,1200,0,1003,13769,1422,31888,2692,1154,83,2609,140,2,4665,1770,0,0,0,127,45,0,1852,82,12,876,766,16,860,244,14,23677074,9189763,45912,7897,109076,1598872,1350706,65569,246201,12027005,2837242,5719473,4026906,1297993,1952450,776463,664558,3914
1,2008Q1,Comerica Bank,Comerica Incorporated,983,Dallas,TX,27624,5614,0,0,0,1686,0,800,5704,90,71899,3225,1942,301,2924,2777,3,2931,858,0,0,294,536,59,0,1300,442,140,88,41,2,86,206,13,24788004,9739808,56910,5331,135053,1869045,1341145,63481,263558,12265742,2525934,5593021,4045192,1287157,1983266,774769,734088,5727
1,2008Q2,Comerica Bank,Comerica Incorporated,983,Dallas,TX,29567,9322,0,0,0,2267,39,0,9826,504,72549,2354,2062,2,2352,262,-1,3533,866,0,0,0,327,18,119,1641,775,221,225,187,1,224,176,15,24474429,9522714,59346,4356,102485,1733070,1350630,63921,259784,12069198,2546484,5599081,4009948,1510085,1833063,666800,784135,5924
1,2008Q3,Comerica Bank,Comerica Incorporated,983,Dallas,TX,32345,14232,0,0,0,2481,0,0,19125,4893,56839,4818,5170,106,4712,835,0,3176,150,0,0,0,435,430,0,181,31,1226,203,47,2,201,201,7,24127842,9320653,58341,4048,83038,1946947,1359715,74071,251503,12009079,2688426,5539855,4043141,1578992,1820874,643275,845134,5480
